A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F066_EVS5,F034,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,G027A,X007,x026_01,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,V097EF,W005_EVS5,X047E_EVS5
1,1,2,1,1,2,2,2,8,8,1,1,3,3,1,1,1,4,4,2,3,2,1,2,1,2,3,2,2,4,4,2,3,3,4,2,4,3,2,3,1,1,1,1,3,8,10,2,3,4,2,2,4,3,2,4,4,4,4,4,4,3,4,3,3,2,2,3,4,1,20805,0,0,0,0,0,0,0,0,0,10,7,1,1,0,0,0,0,0,0,0,0,2,7,6,1,4,8,2,4,2,10,8,8,10,8,2,9,1,8,1,1,3,4,1,1,1,1,2,2,2,1937,82,1,5,1,5,1,1,1,0,0,1,1,1,1,4,0,1,91,8,0,3
1,1,3,3,2,4,2,1,5,8,1,3,2,5,2,5,1,4,2,3,1,2,1,1,1,2,2,2,3,4,4,3,4,1,3,4,2,3,3,2,2,1,2,2,2,4,6,4,3,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,9,1,3,4,1,20802,0,0,0,0,0,0,0,0,0,10,9,1,1,0,0,0,0,0,0,0,0,2,6,6,1,5,1,5,3,1,10,4,8,8,8,3,9,1,1,2,4,2,3,2,2,2,2,4,4,2,1972,45,1,1,1,3,5,6,3,7,3,1,1,1,1,1,1,1,22,10,13,10
1,1,2,2,1,2,2,2,6,7,2,3,2,4,1,2,1,4,4,4,2,4,2,3,2,3,3,3,1,3,4,3,3,3,2,3,4,2,1,1,2,1,3,1,0,1,3,5,3,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,7,4,2,2,2,20801,0,0,0,0,0,0,0,0,0,10,8,1,1,0,0,0,0,0,0,0,0,2,6,7,1,3,3,1,1,1,10,1,10,10,5,1,10,1,1,1,2,3,3,3,2,2,2,4,4,2,1997,20,1,6,2,0,4,3,2,0,0,3,2,2,1,6,0,1,52,6,0,1
1,2,2,2,1,4,2,2,9,10,1,1,2,5,2,5,1,5,4,5,2,2,1,1,1,1,1,1,4,4,4,4,4,3,1,2,1,2,3,1,2,1,1,1,2,3,5,9,6,2,3,3,4,2,2,4,1,2,2,4,3,3,2,2,2,10,4,3,4,1,20801,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,2,8,7,2,1,1,1,1,1,10,6,10,10,10,1,10,1,1,2,3,2,3,1,1,1,2,4,4,2,1969,48,1,1,1,1,2,6,3,6,3,2,1,0,0,1,1,1,12,8,24,10
1,1,2,3,2,2,2,1,9,7,1,1,2,5,3,3,1,2,4,1,1,1,1,2,1,2,2,2,4,4,4,4,4,1,3,1,2,2,3,2,2,3,2,2,3,7,8,2,1,2,2,1,3,4,1,1,2,2,2,2,3,2,1,1,1,10,4,3,4,1,20807,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,2,4,4,1,7,1,1,1,1,10,1,9,10,9,1,1,1,1,1,4,2,3,1,1,1,2,3,3,2,1960,57,2,3,1,1,1,6,3,0,0,6,3,5,3,1,0,2,33,2,0,7
1,2,2,3,1,3,2,1,7,7,2,1,2,5,1,1,5,5,2,1,1,4,1,2,1,3,3,4,4,3,4,4,3,1,3,1,4,2,3,3,3,2,2,2,2,3,3,3,1,2,2,2,4,3,2,3,3,3,3,3,3,2,2,2,3,8,3,3,3,1,20807,0,0,0,0,0,0,0,0,0,10,9,2,2,0,0,0,0,0,0,0,0,2,4,7,2,1,1,1,1,5,6,7,10,10,10,1,8,2,10,1,1,2,3,1,2,2,2,3,2,1,1978,39,1,1,1,2,4,3,2,3,2,5,3,3,2,1,1,2,72,6,33,7
1,2,2,4,2,4,3,4,5,9,1,2,2,5,3,3,1,5,3,2,2,4,2,2,1,2,2,2,2,4,4,3,4,1,3,3,1,1,2,2,3,1,2,3,2,5,7,3,8,6,2,1,4,1,3,3,4,2,2,4,4,2,2,4,2,4,4,4,3,1,20801,0,0,0,0,0,0,0,0,0,10,7,2,2,0,0,0,0,0,0,0,0,0,7,6,2,1,1,2,3,1,10,1,10,9,6,1,1,1,1,3,3,3,2,1,1,2,2,3,4,2,1997,20,1,6,1,0,2,6,3,6,3,2,1,1,1,2,7,1,41,8,52,2
1,1,1,2,2,3,2,3,0,8,1,3,2,4,3,3,2,2,3,3,2,3,1,1,1,2,2,2,3,3,4,3,3,3,1,4,1,2,3,1,2,1,1,1,1,6,5,4,4,3,2,2,3,2,2,2,2,3,3,2,3,3,2,2,2,6,3,2,4,1,20801,0,0,0,0,0,0,0,0,0,8,8,1,1,0,0,0,0,0,0,0,0,2,4,5,1,6,2,2,4,1,10,4,8,8,9,5,8,1,2,2,4,3,4,1,2,1,2,4,4,2,1962,55,1,3,1,3,2,3,2,0,0,1,1,3,2,2,0,1,53,6,0,4
1,1,1,3,2,3,3,5,1,3,2,1,3,3,1,2,5,3,4,2,2,3,1,2,2,3,3,3,3,2,3,3,2,3,1,1,2,2,3,2,3,3,3,3,2,6,5,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,20805,0,0,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,2,6,5,1,7,2,1,5,1,5,7,8,8,8,1,1,1,7,1,1,1,3,1,1,1,2,0,0,1,1966,51,1,1,1,5,5,3,2,2,1,1,1,1,1,1,1,1,81,9,91,6
1,2,2,1,1,2,2,2,10,7,1,3,2,5,3,3,4,2,4,2,1,1,1,2,2,2,2,2,3,4,4,4,4,1,3,1,4,2,1,1,1,1,2,1,2,7,7,4,3,4,2,2,3,2,2,2,3,4,4,2,2,3,4,2,3,6,4,4,4,1,20807,0,0,0,0,0,0,0,0,0,10,7,1,1,0,0,0,0,0,0,0,0,2,4,1,1,7,1,1,1,1,10,1,8,6,6,7,1,1,1,2,3,2,3,1,1,1,2,4,2,1,1966,51,1,1,1,2,4,6,3,6,3,3,2,3,2,1,1,2,23,10,23,8
2,2,3,2,2,3,2,2,8,7,1,1,2,5,2,4,2,4,2,2,3,2,1,2,1,2,2,2,2,3,4,3,3,3,4,3,1,1,1,1,2,1,2,1,2,3,3,7,5,4,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,7,4,3,4,1,20810,0,0,0,0,0,0,0,0,0,10,8,2,4,0,0,0,0,0,0,0,0,2,7,6,2,3,2,2,1,1,10,2,9,8,6,5,8,1,1,0,4,2,2,3,3,2,2,2,3,1,1974,43,2,1,1,2,4,6,3,6,3,6,3,2,1,1,2,1,26,6,23,8
1,2,1,4,2,0,2,2,9,5,1,1,2,4,1,2,2,3,4,3,2,2,1,1,1,1,1,1,4,4,4,4,4,3,4,1,4,2,1,2,3,1,2,1,1,4,4,6,6,5,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,7,4,4,4,1,20801,0,0,0,0,0,0,0,0,0,10,9,1,1,0,0,0,0,0,0,0,0,2,4,6,2,2,3,1,1,1,8,1,9,9,8,6,8,1,7,2,3,3,3,2,2,1,1,2,1,2,1939,78,1,3,1,2,2,6,3,0,0,1,1,1,1,4,0,1,22,9,0,3
1,1,1,2,1,2,1,1,10,10,1,2,2,5,3,3,4,5,3,1,1,1,1,1,1,2,2,2,3,4,4,3,2,1,3,1,4,2,1,3,1,2,2,2,2,8,8,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,10,3,3,3,1,20807,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,2,8,7,2,1,1,1,1,1,10,1,10,10,10,3,10,1,10,1,1,1,2,1,1,1,1,4,3,1,1972,45,1,1,1,3,5,7,3,6,3,2,1,3,2,3,3,0,11,6,12,10
1,2,1,2,2,4,2,2,8,6,1,2,2,5,3,3,1,3,5,3,2,3,1,2,1,2,2,2,4,4,4,4,4,1,3,4,1,2,2,1,2,2,1,1,1,5,8,5,5,8,3,2,3,3,2,2,2,3,3,2,3,3,2,2,2,10,4,4,4,1,20801,0,0,0,0,0,0,0,0,0,10,9,1,1,0,0,0,0,0,0,0,0,2,8,7,3,1,1,1,1,1,10,5,10,10,10,5,10,1,6,1,3,3,3,3,2,1,1,3,4,1,1962,55,1,1,1,4,4,2,1,3,2,2,1,1,1,1,1,2,43,8,24,10
1,2,1,3,2,4,2,3,8,9,1,2,3,3,1,1,2,3,2,1,1,4,1,2,1,4,2,2,3,2,3,3,2,1,4,1,4,2,3,1,3,1,2,2,2,7,10,1,1,1,4,2,4,2,2,4,4,3,3,4,4,3,2,2,2,5,4,1,3,1,20803,0,0,0,0,0,0,0,0,0,10,9,2,2,0,0,0,0,0,0,0,0,0,8,7,3,1,1,5,3,1,10,10,10,10,10,10,10,1,8,2,2,3,3,2,2,2,1,4,2,1,1983,34,1,6,2,0,2,5,3,0,0,2,1,3,2,1,0,2,25,6,0,8
1,1,1,2,2,3,2,2,4,8,1,2,2,4,2,4,2,3,3,1,1,4,1,2,1,2,2,2,2,0,3,3,0,1,3,1,4,2,2,1,2,2,0,0,2,3,4,2,3,3,0,2,3,2,2,2,3,0,0,2,2,3,2,2,0,8,3,4,4,1,20801,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,0,8,6,2,2,1,4,2,1,10,2,10,10,7,1,5,1,2,2,3,3,4,1,2,2,2,3,3,2,1982,35,1,6,1,2,4,7,3,2,1,6,3,2,1,1,1,2,42,3,43,9
2,1,1,4,1,3,1,2,1,8,1,2,2,5,1,1,1,3,5,1,1,1,1,2,1,2,2,2,1,4,4,3,3,3,1,1,3,1,1,1,4,2,3,0,2,5,8,7,6,7,2,2,1,2,1,0,3,2,2,0,3,2,2,1,2,3,2,2,2,1,20802,0,0,0,0,0,0,0,0,0,10,7,1,1,0,0,0,0,0,0,0,0,2,6,2,1,6,1,1,1,1,3,1,5,10,8,1,1,1,6,1,2,1,1,1,1,1,1,1,1,2,1949,68,1,1,1,3,2,2,1,3,2,1,1,1,1,1,4,1,41,8,35,1
1,2,2,2,2,3,1,1,9,8,1,1,2,5,3,3,3,3,4,2,2,2,1,2,2,2,3,3,3,4,4,4,3,1,3,4,1,2,3,1,1,2,2,1,2,5,6,5,4,3,2,2,3,3,2,3,2,3,3,3,3,3,2,2,2,6,4,4,4,1,20801,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,2,6,6,1,2,1,1,1,1,9,2,10,8,3,2,1,1,1,1,2,2,3,2,2,1,2,3,4,2,1951,66,1,1,1,3,2,6,3,5,3,2,1,3,2,4,4,1,13,10,33,6
1,2,1,1,2,4,1,1,10,9,1,1,3,3,3,3,3,2,3,2,2,3,1,1,1,1,1,1,3,3,3,2,2,4,3,1,4,2,3,2,1,2,2,2,2,3,1,7,3,3,1,1,3,1,1,3,1,1,1,4,4,4,1,1,1,10,2,3,4,1,20801,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,2,8,7,2,1,1,1,1,1,8,1,10,6,7,1,2,1,1,1,3,3,3,1,1,1,1,3,2,1,1965,52,1,1,1,3,5,6,3,6,3,1,1,1,1,1,1,1,33,5,23,9
1,2,2,3,4,3,3,4,5,8,1,2,2,5,3,3,3,3,4,1,1,1,1,1,1,2,2,2,3,3,3,3,3,0,0,0,0,0,2,1,2,1,2,2,3,9,5,3,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,2,2,9,2,4,3,2,20807,0,0,0,0,0,0,0,0,0,10,9,1,1,0,0,0,0,0,0,0,0,2,3,6,1,4,1,1,1,1,3,7,9,5,8,5,1,1,1,1,3,2,2,1,1,1,2,3,3,1,1942,75,1,1,1,2,2,2,1,6,3,1,1,1,1,4,4,0,61,10,26,6
2,2,2,2,1,3,3,3,0,0,1,2,3,3,3,3,2,4,3,2,2,2,1,2,2,2,2,2,3,4,4,3,4,0,0,0,0,0,1,1,1,1,3,3,3,10,2,2,1,2,2,2,4,4,2,3,3,2,2,2,3,2,3,2,2,6,3,4,4,1,20803,0,0,0,0,0,0,0,0,0,10,10,2,1,0,0,0,0,0,0,0,0,2,4,6,1,0,1,1,1,1,6,2,8,9,9,6,6,1,2,2,3,2,2,3,3,2,2,2,2,2,1941,76,1,5,1,1,1,3,2,0,0,1,1,0,0,4,0,0,33,10,0,4
2,1,2,3,2,3,2,2,7,8,2,2,2,5,3,3,2,4,3,2,1,2,1,2,2,2,2,2,3,3,4,3,3,1,4,1,4,2,1,3,3,2,2,2,2,6,6,4,6,4,3,1,3,2,1,2,2,2,2,2,3,2,2,2,2,6,2,2,2,2,20811,0,0,0,0,0,0,0,0,0,7,7,3,2,0,0,0,0,0,0,0,0,2,8,6,1,3,2,3,3,3,10,6,8,7,7,1,10,1,1,2,3,3,3,1,2,2,2,3,3,2,1992,25,1,6,1,0,2,3,2,2,1,7,3,3,2,2,1,2,52,1,52,6
1,2,1,2,4,3,1,2,10,9,1,1,2,5,2,4,3,5,5,3,1,1,1,2,1,2,1,1,4,3,4,3,4,0,0,0,0,0,3,1,1,1,1,1,1,6,3,3,5,1,2,1,3,2,1,2,2,2,2,3,3,2,3,3,2,1,3,2,4,1,20801,0,0,0,0,0,0,0,0,0,10,8,1,1,0,0,0,0,0,0,0,0,2,8,7,1,1,1,1,1,1,9,10,10,10,5,1,10,1,9,0,4,0,0,2,2,1,1,2,2,1,1943,74,1,3,1,0,2,2,1,2,1,1,1,2,1,4,4,3,51,0,53,0
1,2,2,3,1,3,1,1,9,9,1,1,2,4,2,4,2,4,2,2,2,2,1,2,1,2,2,2,2,3,4,3,3,3,4,1,4,2,1,1,3,1,2,2,2,4,5,6,5,8,2,2,3,2,1,3,2,2,2,3,3,3,2,1,2,8,3,2,4,1,20804,0,0,0,0,0,0,0,0,0,10,8,1,1,0,0,0,0,0,0,0,0,2,8,3,1,7,1,2,2,1,10,2,10,8,8,5,10,1,2,3,3,2,2,4,4,2,3,4,3,2,1975,42,1,3,1,1,5,7,3,7,3,5,3,2,1,1,1,1,26,3,23,9
2,2,2,2,3,1,3,3,5,6,1,3,3,3,3,3,2,5,5,3,1,3,1,1,1,2,2,2,2,4,4,3,4,3,4,1,4,2,2,2,1,1,2,1,3,7,1,4,5,3,1,2,3,4,2,3,3,4,4,3,3,2,3,2,3,7,4,2,4,1,20805,0,0,0,0,0,0,0,0,0,10,8,1,1,0,0,0,0,0,0,0,0,2,3,1,1,8,1,1,2,1,8,4,8,10,6,3,1,1,1,2,3,2,3,1,1,1,2,3,4,2,1944,73,1,5,1,2,1,2,1,0,0,1,1,3,2,4,0,0,41,6,0,2
1,1,1,3,1,3,2,4,7,9,1,2,2,4,2,4,3,4,2,2,1,1,1,2,2,3,3,3,3,3,4,3,3,3,1,1,4,2,3,1,4,2,3,3,3,5,5,5,3,1,4,3,3,3,2,3,2,4,4,2,2,3,3,2,4,5,4,2,4,1,20811,0,0,0,0,0,0,0,0,0,10,8,3,3,0,0,0,0,0,0,0,0,0,8,7,2,2,1,1,1,1,9,10,10,10,5,1,10,5,1,0,4,1,2,1,1,1,1,4,4,1,1975,42,2,1,1,1,3,3,2,2,1,5,3,5,3,1,1,2,71,7,43,4
2,3,3,3,3,1,4,1,2,3,2,3,2,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,1,1,4,2,3,1,2,2,2,1,2,5,5,5,5,6,3,2,2,2,2,3,3,2,2,3,3,3,2,2,2,7,4,4,4,1,20801,0,0,0,0,0,0,0,0,0,10,7,2,2,0,0,0,0,0,0,0,0,2,8,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,2,3,3,2,3,3,3,1,1956,61,1,5,1,2,1,2,1,0,0,1,1,3,2,1,0,1,51,6,0,3
2,2,1,3,2,3,3,3,3,3,2,2,3,3,1,1,3,4,2,1,1,4,2,2,2,3,3,3,3,3,3,3,3,1,4,1,3,1,2,2,3,2,3,3,2,1,5,3,5,1,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,5,2,2,3,2,20807,0,0,0,0,0,0,0,0,0,5,10,1,1,0,0,0,0,0,0,0,0,2,4,7,2,2,1,1,1,1,5,3,5,5,7,2,10,5,3,2,3,2,3,1,1,1,1,1,2,1,1979,38,1,6,1,2,2,6,3,0,0,3,2,3,2,6,0,2,21,1,0,2
2,1,1,3,2,4,2,1,9,6,1,1,2,4,3,3,0,5,5,0,2,3,1,1,1,1,1,1,4,4,4,0,4,3,1,1,2,2,3,2,2,3,3,2,2,2,6,4,3,5,3,2,2,1,2,2,2,3,3,2,2,2,1,1,2,9,4,4,4,1,20801,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,2,4,7,1,3,1,1,1,1,10,1,10,9,5,1,8,1,1,1,4,1,3,2,2,1,2,4,4,1,1953,64,1,6,1,0,2,3,2,5,3,1,1,1,1,1,8,2,71,0,52,7
1,1,1,2,3,2,3,2,7,8,1,1,2,5,3,3,1,4,5,5,2,4,1,1,1,2,2,2,3,4,4,4,4,3,1,4,1,2,3,1,2,2,2,2,2,7,7,1,1,5,2,2,3,3,2,3,3,3,3,3,3,3,3,2,2,7,4,3,4,1,20807,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,2,4,4,1,7,1,1,1,1,10,5,10,10,7,7,3,1,1,1,3,1,2,2,2,1,2,4,4,2,1953,64,1,1,1,1,2,2,1,3,2,1,1,1,1,2,1,2,26,8,33,10
1,1,1,2,2,3,1,2,10,10,1,1,2,5,2,5,1,5,3,3,5,5,1,2,1,1,1,1,3,4,4,4,3,1,3,1,2,2,1,1,2,1,1,1,2,5,7,4,4,3,2,2,4,3,1,4,3,4,4,4,4,2,2,2,2,8,4,2,4,1,20811,0,0,0,0,0,0,0,0,0,10,8,1,1,0,0,0,0,0,0,0,0,2,6,4,1,10,1,1,1,1,10,8,10,10,10,10,10,1,1,2,5,3,3,3,3,1,3,4,4,2,1980,37,1,1,1,0,2,3,2,7,3,6,3,6,3,1,1,2,24,5,23,8
1,1,1,1,1,2,1,1,10,7,1,1,2,4,2,4,2,2,4,2,1,2,1,1,1,2,1,1,2,4,3,4,3,1,3,1,2,2,3,1,2,2,3,2,1,5,9,4,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,4,1,20801,0,0,0,0,0,0,0,0,0,10,10,4,4,0,0,0,0,0,0,0,0,0,4,1,1,10,1,1,1,1,10,1,1,6,1,1,6,1,1,0,4,1,2,3,1,1,1,4,4,1,1978,39,2,3,1,3,3,1,1,6,3,2,1,3,2,1,5,2,92,5,33,4
1,2,2,3,3,2,2,4,8,8,2,1,2,5,1,1,4,4,3,4,3,4,2,3,2,4,3,2,3,3,3,3,3,3,2,2,4,3,3,1,3,1,2,2,2,3,4,2,8,3,2,3,4,3,2,3,3,3,3,3,3,3,2,2,3,3,4,2,2,1,20807,0,0,0,0,0,0,0,0,0,10,8,1,1,0,0,0,0,0,0,0,0,2,6,1,1,9,2,2,1,1,3,3,8,9,8,1,2,1,8,2,1,2,2,1,2,2,2,4,4,2,1978,39,1,3,1,4,4,2,1,5,3,6,3,2,1,8,1,0,0,7,25,6
2,2,3,3,2,4,2,2,9,8,1,1,3,3,3,3,3,3,3,2,2,3,1,2,2,3,3,2,3,4,3,3,3,1,0,0,0,0,3,2,2,0,0,0,0,7,3,2,2,4,2,1,3,2,2,2,3,2,2,0,0,0,0,0,3,7,4,4,4,1,20803,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,2,3,7,1,3,1,1,1,1,8,1,5,8,8,2,1,1,1,2,3,3,3,2,2,2,2,4,4,1,1937,82,1,1,1,4,2,6,3,6,3,0,0,1,1,4,4,1,23,0,23,7
1,2,2,3,2,3,2,2,8,7,1,1,2,4,2,4,2,4,3,2,3,3,1,1,1,2,2,2,3,3,4,4,4,3,1,1,4,2,3,2,3,1,2,2,2,7,5,5,2,3,2,2,3,3,2,3,3,3,3,3,3,2,2,2,2,8,3,2,4,2,20808,0,0,0,0,0,0,0,0,0,9,9,2,1,0,0,0,0,0,0,0,0,2,7,6,1,2,1,2,2,1,10,1,10,10,3,2,9,1,1,1,3,3,3,2,2,2,2,4,3,2,1981,36,2,1,1,3,5,8,3,7,3,6,3,7,3,1,1,1,22,1,22,8
4,3,1,3,0,4,2,2,8,10,2,1,2,5,3,3,1,5,0,5,3,4,2,2,2,4,0,0,4,4,4,0,4,3,1,4,1,2,1,2,3,2,0,1,0,1,0,0,8,0,3,3,2,0,3,4,0,3,3,4,4,0,2,0,2,6,4,2,4,2,20809,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,2,8,7,3,1,8,1,1,1,10,1,8,10,5,10,10,5,1,4,3,3,2,4,4,4,2,3,3,1,1998,19,1,6,2,0,4,2,1,0,0,6,3,6,3,6,0,0,0,1,0,9
1,1,1,2,3,4,2,2,10,0,1,1,2,4,2,4,1,1,2,2,1,2,1,2,1,2,2,2,3,3,4,3,3,0,0,0,0,0,2,2,1,1,2,2,2,1,1,4,2,1,4,3,2,4,2,3,3,3,3,4,3,3,2,2,2,9,1,3,4,2,20809,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,0,8,7,3,1,1,9,2,1,9,6,9,9,10,1,9,1,1,1,5,3,3,2,1,1,2,2,1,1,1954,63,1,5,1,2,2,2,1,3,2,1,1,1,1,4,1,2,83,8,41,4
1,2,1,2,2,3,2,1,9,8,1,1,2,5,2,5,2,5,4,3,3,3,1,2,1,2,2,2,4,4,4,4,4,3,4,4,3,2,1,2,1,2,2,1,3,3,4,5,5,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,8,4,3,4,1,20801,0,0,0,0,0,0,0,0,0,10,9,1,1,0,0,0,0,0,0,0,0,0,6,7,2,1,1,1,1,1,10,5,10,10,2,1,5,1,1,2,4,2,3,1,1,1,2,3,4,2,1955,62,1,1,1,2,2,7,3,8,3,1,1,1,1,1,1,1,26,4,23,10
2,3,3,1,2,2,2,4,5,6,2,2,3,3,1,1,4,2,5,3,3,4,1,3,2,3,4,3,3,1,3,4,1,2,3,1,4,2,1,1,1,2,2,3,1,10,6,9,6,7,1,1,3,3,1,1,1,4,4,2,2,2,4,2,4,1,4,4,3,3,20805,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,2,8,7,3,1,1,1,1,1,5,10,10,10,10,10,10,1,10,1,1,4,4,2,2,2,1,3,3,1,1979,38,1,3,1,0,2,3,2,2,1,5,3,0,0,7,7,1,53,3,0,4
1,1,1,3,1,3,2,1,10,9,1,2,2,4,1,2,1,4,4,2,3,2,1,2,1,2,2,2,2,3,4,4,3,3,1,1,4,2,3,1,3,2,3,3,2,3,5,3,3,3,2,2,3,2,1,2,1,2,2,2,2,2,2,1,2,7,3,2,3,2,20807,0,0,0,0,0,0,0,0,0,8,7,1,1,0,0,0,0,0,0,0,0,2,4,6,1,3,1,3,1,1,10,4,10,10,8,5,10,2,1,1,3,2,3,1,2,1,2,3,2,2,1992,25,1,6,1,0,2,6,3,0,0,6,3,3,2,1,0,2,22,6,0,7
1,2,1,3,1,3,2,2,8,8,1,1,2,4,1,2,2,4,3,3,1,2,1,2,1,2,2,2,2,3,4,4,2,3,1,2,1,2,2,1,3,1,2,2,2,8,8,4,3,2,3,2,3,2,1,2,3,2,2,2,3,2,2,2,1,6,2,2,4,1,20807,0,0,0,0,0,0,0,0,0,10,8,1,1,0,0,0,0,0,0,0,0,2,7,6,2,4,1,1,1,1,8,2,5,8,8,8,7,1,6,1,3,2,2,1,1,1,2,3,4,1,1978,39,1,6,1,1,4,7,3,6,3,3,2,3,2,2,1,2,24,6,23,7
2,2,2,3,2,3,2,3,9,8,1,1,2,4,1,2,3,4,4,2,2,3,1,2,2,2,2,2,4,4,4,3,4,1,3,1,2,2,3,1,3,1,2,2,1,9,10,5,9,9,2,3,2,2,2,3,3,3,3,3,3,2,2,2,3,8,3,0,4,1,20805,0,0,0,0,0,0,0,0,0,10,9,2,2,0,0,0,0,0,0,0,0,2,4,7,1,5,1,1,1,1,10,8,9,10,10,3,5,1,5,1,2,2,3,1,1,1,1,4,4,1,1952,65,1,3,1,2,1,6,3,0,0,3,2,3,2,4,0,2,72,10,0,3
1,1,2,3,2,3,2,2,8,7,1,2,2,4,1,2,2,4,3,2,2,3,1,2,2,3,3,3,2,3,3,3,3,3,1,4,1,2,3,1,3,2,2,2,2,2,7,5,6,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,9,3,3,3,1,20809,0,0,0,0,0,0,0,0,0,10,9,1,1,0,0,0,0,0,0,0,0,0,8,7,3,1,3,1,1,1,10,7,9,10,7,2,10,7,4,1,3,2,2,2,2,2,2,3,3,1,1998,19,1,6,2,0,3,2,1,0,0,3,2,3,2,6,0,1,51,0,0,7
1,2,2,3,3,2,1,1,9,6,1,3,2,5,3,3,2,5,4,3,3,4,1,2,1,2,2,2,4,4,4,4,4,1,0,1,4,2,1,1,2,2,3,2,2,7,5,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,1,20807,0,0,0,0,0,0,0,0,0,9,8,1,1,0,0,0,0,0,0,0,0,2,3,2,1,8,2,4,4,4,8,4,8,9,7,3,4,2,2,2,3,3,3,2,2,2,2,3,2,2,1956,61,1,1,1,3,2,6,3,3,2,1,1,1,1,2,4,2,32,10,81,5
1,1,1,2,1,2,2,2,7,8,1,2,3,3,1,1,5,5,1,1,1,1,1,2,2,2,4,2,2,3,4,4,2,1,3,1,2,2,1,3,2,1,3,3,3,10,9,4,1,2,2,2,3,3,2,2,4,4,4,2,3,4,3,3,4,7,2,4,4,1,20806,0,0,0,0,0,0,0,0,0,10,8,1,1,0,0,0,0,0,0,0,0,2,6,6,1,2,1,1,5,1,9,3,7,9,10,1,1,1,10,1,1,3,4,1,2,1,1,4,1,2,1971,46,1,1,1,2,4,5,3,2,1,5,3,3,2,1,1,2,12,1,12,10
1,1,1,2,0,2,1,2,10,8,1,3,3,3,3,3,2,3,3,2,1,1,1,1,1,2,2,2,0,3,3,3,3,0,0,0,0,0,1,1,2,1,2,2,2,8,10,2,1,1,2,2,2,2,1,1,3,3,3,2,3,2,3,2,2,10,3,4,4,2,20807,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,2,7,1,1,10,1,1,1,1,10,1,10,9,7,1,5,1,1,1,0,1,1,2,2,1,1,2,0,2,1942,75,1,5,1,2,1,6,3,0,0,0,0,0,0,4,0,0,23,5,0,2
